        CG/HBCS        CG/ScaleStar
1        32.31        0.07
2        36.98        -0.42
3        30.07        0.14
4        15.48        7.25
5        0.12        14.86
6        1.26        20.10
7        2.77        23.67
8        4.97        26.69
9        6.13        28.94
10        7.04        30.78
11        7.68        32.35
12        8.21        33.59
13        9.12        34.74
14        9.56        35.68
15        9.86        36.54
16        10.19        37.22
17        10.34        37.87
18        10.45        38.45
19        10.72        39.00
20        0.00        39.46
