        CG/HBCS        CG/ScaleStar
1        17.34        0.55
2        20.55        0.01
3        13.17        0.29
4        19.62        0.97
5        22.47        0.09
6        5.56        0.40
7        1.14        1.58
8        1.72        6.12
9        3.50        9.83
10        7.17        13.96
11        8.24        16.62
12        10.21        19.20
13        11.33        21.35
14        11.68        22.90
15        12.36        24.83
16        13.16        26.02
17        12.23        27.09
18        13.65        28.45
19        14.33        29.46
20        0.00        30.42
