        CG/HBCS        CG/ScaleStar
1        32.91        0.06
2        34.21        0.37
3        23.62        0.18
4        19.13        2.53
5        5.63        9.58
6        0.77        15.90
7        3.42        20.60
8        4.34        23.47
9        5.47        26.22
10        6.87        28.46
11        7.94        30.08
12        8.77        31.59
13        9.54        32.88
14        10.29        33.91
15        10.60        34.86
16        10.63        35.70
17        11.10        36.42
18        11.35        37.08
19        11.69        37.70
20        0.00        38.25
