        CG/HBCS        CG/ScaleStar
1        13.83        1.49
2        23.76        0.10
3        18.46        1.29
4        10.85        1.15
5        13.84        0.04
6        16.00        0.26
7        8.41        0.45
8        0.39        1.08
9        1.90        5.04
10        4.20        8.09
11        6.98        12.45
12        9.26        15.09
13        10.68        17.00
14        11.98        19.55
15        12.50        21.23
16        14.15        22.72
17        15.19        24.07
18        16.36        25.52
19        15.23        26.65
20        0.00        27.76
