        CG/HBCS        CG/ScaleStar
1        14.72        -6.32
2        23.06        0.10
3        27.82        0.13
4        28.59        0.04
5        18.05        -0.01
6        0.94        0.33
7        1.88        5.92
8        2.60        10.01
9        5.85        14.58
10        7.69        17.64
11        7.60        20.43
12        8.43        22.45
13        9.71        24.28
14        11.22        25.99
15        12.03        27.31
16        12.74        28.66
17        13.11        29.66
18        14.13        30.77
19        14.25        31.61
20        0.00        32.48
