        CG/HBCS        CG/ScaleStar
1        32.55        0.10
2        34.03        -0.50
3        28.76        0.02
4        22.33        4.89
5        2.10        12.98
6        1.42        18.09
7        2.84        22.22
8        4.63        25.33
9        6.09        27.75
10        6.96        29.61
11        7.94        31.32
12        8.53        32.70
13        9.26        33.79
14        9.58        34.82
15        10.30        35.72
16        10.52        36.53
17        10.71        37.19
18        10.84        37.80
19        11.02        38.37
20        0.00        38.86
