        CG/HBCS        CG/ScaleStar
1        34.00        0.11
2        40.18        -0.06
3        31.32        1.30
4        6.49        11.12
5        0.81        17.84
6        1.29        22.71
7        3.60        26.32
8        4.85        29.04
9        5.84        31.09
10        6.74        32.76
11        7.59        34.15
12        7.95        35.25
13        8.57        36.25
14        8.81        37.08
15        9.17        37.83
16        9.38        38.48
17        9.28        39.04
18        9.56        39.57
19        9.59        40.06
20        9.83        40.46
