        CG/HBCS        CG/ScaleStar
1        14.52        -12.43
2        31.86        0.41
3        31.15        -1.47
4        25.24        -0.04
5        7.39        -2.31
6        0.97        4.13
7        1.56        9.01
8        3.30        14.19
9        4.77        17.19
10        6.57        20.54
11        8.10        22.62
12        9.39        24.87
13        10.31        26.40
14        11.43        28.03
15        12.16        29.23
16        12.78        30.46
17        13.29        31.42
18        13.89        32.45
19        13.83        33.23
20        0.00        33.98
