        CG/HBCS        CG/ScaleStar
1        33.39        0.14
2        38.92        0.00
3        31.97        -1.10
4        10.11        9.37
5        0.16        16.74
6        1.02        21.70
7        3.51        25.31
8        5.17        28.05
9        6.25        30.13
10        6.51        31.81
11        7.38        33.25
12        8.33        34.54
13        8.80        35.61
14        9.27        36.52
15        9.61        37.26
16        9.70        37.94
17        9.93        38.56
18        10.00        39.09
19        10.37        39.63
20        0.00        40.04
