        CG/HBCS        CG/ScaleStar
1        12.71        12.71
2        22.62        7.98
3        24.60        6.42
4        27.05        9.55
5        30.81        12.76
6        6.31        5.74
7        12.18        0.36
8        3.38        0.91
9        6.39        5.96
10        9.90        6.87
11        6.88        9.32
12        4.24        3.31
13        8.09        7.21
14        11.19        10.34
15        8.86        13.69
16        7.51        12.41
17        8.64        15.37
18        11.39        17.92
19        13.02        19.43
20        0.00        19.43
