        CG/HBCS        CG/ScaleStar
1        34.85        0.11
2        41.33        0.01
3        28.41        3.43
4        11.17        13.64
5        0.80        20.07
6        2.30        24.37
7        3.33        27.50
8        4.72        29.93
9        5.72        31.92
10        6.88        33.55
11        7.37        34.87
12        7.63        36.03
13        8.25        36.96
14        8.44        37.74
15        8.92        38.46
16        9.18        39.07
17        9.21        39.62
18        9.34        40.12
19        9.75        40.58
20        0.00        40.95
