        CG/HBCS        CG/ScaleStar
1        33.68        0.10
2        36.64        -0.29
3        29.54        -0.53
4        16.64        7.40
5        0.32        14.94
6        1.40        20.21
7        2.66        23.71
8        4.53        26.60
9        6.13        29.04
10        7.42        30.92
11        7.54        32.41
12        8.06        33.63
13        9.09        34.77
14        9.79        35.73
15        9.89        36.57
16        9.96        37.25
17        10.26        37.93
18        10.56        38.52
19        10.82        39.07
20        0.00        39.50
