        CG/HBCS        CG/ScaleStar
1        11.18        0.18
2        24.47        0.00
3        23.14        0.61
4        18.12        2.15
5        11.51        2.04
6        3.13        0.09
7        4.16        -0.07
8        5.84        1.48
9        2.41        0.73
10        1.94        2.92
11        4.22        6.29
12        5.97        9.67
13        7.87        12.68
14        9.96        14.66
15        11.23        16.69
16        12.82        18.64
17        13.42        20.25
18        14.16        21.59
19        14.34        22.93
20        0.00        24.29
