        CG/HBCS        CG/ScaleStar
1        33.11        0.01
2        37.92        -0.51
3        30.67        -0.22
4        16.93        7.53
5        0.09        15.14
6        1.09        20.37
7        2.84        23.92
8        5.11        26.86
9        6.41        29.17
10        7.03        31.08
11        7.52        32.54
12        8.13        33.77
13        8.70        34.87
14        9.23        35.87
15        9.89        36.71
16        10.61        37.43
17        10.61        38.07
18        10.41        38.64
19        10.65        39.17
20        0.00        39.62
