        CG/HBCS        CG/ScaleStar
1        33.96        0.03
2        39.63        0.05
3        31.61        1.51
4        5.11        11.38
5        1.22        17.94
6        1.62        22.95
7        3.50        26.44
8        4.36        29.03
9        5.64        31.15
10        6.85        32.87
11        7.45        34.24
12        8.05        35.35
13        8.40        36.34
14        8.87        37.18
15        9.33        37.94
16        9.21        38.57
17        9.44        39.16
18        9.64        39.68
19        9.87        40.17
20        0.00        40.57
