        CG/HBCS        CG/ScaleStar
1        39.31        0.10
2        40.99        0.07
3        27.41        7.06
4        11.68        16.50
5        0.35        22.43
6        1.59        26.49
7        3.38        29.50
8        4.82        31.77
9        5.63        33.55
10        6.23        34.99
11        6.69        36.19
12        7.01        37.18
13        7.56        38.03
14        7.89        38.76
15        8.21        39.39
16        8.50        39.97
17        8.65        40.48
18        8.82        40.93
19        9.14        41.35
20        0.00        41.69
