        CG/HBCS        CG/ScaleStar
1        19.61        0.55
2        23.63        0.31
3        28.60        0.43
4        32.60        -0.03
5        17.33        0.11
6        5.37        0.03
7        1.65        5.53
8        3.93        10.09
9        5.18        14.48
10        7.48        17.30
11        8.41        20.29
12        9.00        22.22
13        9.92        24.30
14        10.59        25.81
15        11.64        27.07
16        12.24        28.56
17        12.95        29.59
18        14.13        30.69
19        14.96        31.59
20        0.00        32.43
