        CG/HBCS        CG/ScaleStar
1        12.58        0.74
2        23.57        0.12
3        15.08        0.39
4        16.76        2.02
5        15.76        1.74
6        1.92        0.24
7        7.54        0.31
8        4.54        0.26
9        3.00        -0.62
10        1.35        3.11
11        3.39        6.39
12        5.04        9.63
13        7.34        12.36
14        9.68        14.57
15        11.98        16.74
16        12.66        18.36
17        14.69        20.25
18        15.52        21.68
19        15.96        22.95
20        0.00        24.29
