        CG/HBCS        CG/ScaleStar
1        33.80        0.09
2        37.01        -0.23
3        30.49        0.24
4        17.72        7.55
5        0.24        15.07
6        1.30        20.32
7        2.73        23.78
8        4.86        26.71
9        6.14        29.13
10        6.90        31.01
11        7.62        32.51
12        8.26        33.75
13        8.99        34.87
14        9.32        35.87
15        9.87        36.71
16        10.33        37.39
17        10.47        38.05
18        10.34        38.62
19        10.52        39.17
20        0.00        39.63
