        CG/HBCS        CG/ScaleStar
1        32.82        0.07
2        34.73        0.26
3        28.36        0.06
4        19.49        4.87
5        0.34        13.03
6        1.57        18.17
7        3.19        22.32
8        4.41        25.39
9        6.10        27.80
10        7.45        29.66
11        7.98        31.35
12        8.55        32.73
13        8.70        33.81
14        9.19        34.85
15        10.12        35.75
16        10.27        36.55
17        10.80        37.22
18        11.01        37.83
19        11.27        38.39
20        0.00        38.90
