        CG/HBCS        CG/ScaleStar
1        28.11        -3.46
2        32.11        0.28
3        32.67        -1.25
4        21.20        0.10
5        0.56        1.51
6        1.12        7.70
7        2.43        13.54
8        2.73        17.05
9        5.61        20.66
10        6.83        22.87
11        8.70        25.35
12        9.70        26.93
13        10.78        28.64
14        10.84        29.88
15        11.20        31.19
16        11.67        32.12
17        12.23        33.14
18        12.83        33.94
19        12.84        34.72
20        0.00        35.43
