        CG/HBCS        CG/ScaleStar
1        36.94        0.03
2        40.83        0.05
3        27.11        5.29
4        15.00        15.18
5        0.34        21.33
6        1.75        25.61
7        3.29        28.68
8        4.99        31.01
9        5.80        32.87
10        6.42        34.37
11        7.11        35.65
12        7.49        36.66
13        8.10        37.54
14        8.43        38.31
15        8.57        38.98
16        8.84        39.58
17        9.06        40.09
18        9.22        40.55
19        9.32        40.99
20        0.00        41.34
