        CG/HBCS        CG/ScaleStar
1        20.59        -4.92
2        29.70        -0.08
3        33.80        0.55
4        24.68        0.15
5        2.36        -0.45
6        0.30        4.27
7        2.23        9.74
8        4.41        14.30
9        5.35        17.72
10        6.92        20.69
11        7.92        22.88
12        9.42        25.00
13        11.10        26.60
14        11.67        28.13
15        12.04        29.34
16        12.97        30.56
17        12.87        31.51
18        12.50        32.44
19        13.48        33.26
20        0.00        34.00
