        CG/HBCS        CG/ScaleStar
1        14.73        4.92
2        24.67        12.86
3        23.50        3.04
4        -0.40        4.37
5        14.00        4.31
6        20.24        0.17
7        20.80        0.29
8        10.77        2.08
9        6.58        2.21
10        7.64        2.17
11        7.48        3.15
12        5.68        2.73
13        5.21        6.20
14        8.77        9.72
15        10.78        11.72
16        12.09        13.01
17        14.33        15.22
18        14.26        17.21
19        13.25        19.43
20        0.00        19.43
