        CG/HBCS        CG/ScaleStar
1        33.40        0.13
2        40.39        0.03
3        33.10        1.40
4        5.89        11.30
5        2.53        18.12
6        1.65        22.92
7        3.56        26.36
8        5.15        29.01
9        6.02        31.08
10        6.81        32.71
11        7.44        34.11
12        8.03        35.28
13        8.37        36.24
14        8.83        37.07
15        9.07        37.82
16        9.48        38.47
17        9.67        39.06
18        9.67        39.58
19        10.00        40.06
20        0.00        40.49
