        CG/HBCS        CG/ScaleStar
1        32.84        0.15
2        39.05        -0.06
3        32.97        -0.68
4        11.12        9.24
5        0.04        16.51
6        0.94        21.63
7        3.93        25.26
8        5.18        27.95
9        5.90        30.04
10        6.71        31.81
11        7.66        33.24
12        8.32        34.51
13        8.71        35.55
14        9.26        36.46
15        9.40        37.20
16        9.34        37.89
17        9.86        38.50
18        10.21        39.05
19        10.33        39.58
20        0.00        40.00
