        CG/HBCS        CG/ScaleStar
1        41.39        0.14
2        41.54        0.05
3        31.21        10.10
4        3.03        19.17
5        0.15        24.75
6        2.22        28.48
7        3.50        31.15
8        4.58        33.18
9        5.45        34.80
10        6.30        36.16
11        6.60        37.23
12        6.95        38.17
13        7.37        38.96
14        7.65        39.64
15        7.84        40.21
16        7.91        40.71
17        8.15        41.17
18        8.23        41.57
19        8.31        41.96
20        0.00        42.29
