        CG/HBCS        CG/ScaleStar
1        17.00        0.91
2        23.86        0.33
3        10.82        0.77
4        22.83        -2.05
5        22.47        0.08
6        5.98        0.06
7        4.91        1.48
8        1.31        6.11
9        4.83        10.26
10        7.66        13.99
11        8.54        16.81
12        10.93        19.09
13        10.56        21.20
14        10.22        22.99
15        11.70        24.61
16        12.22        25.96
17        12.64        27.07
18        13.43        28.31
19        13.95        29.31
20        0.00        30.31
