        CG/HBCS        CG/ScaleStar
1        20.28        -4.60
2        30.99        0.08
3        34.52        0.10
4        22.72        0.26
5        5.04        0.31
6        1.82        4.41
7        2.37        10.25
8        4.63        14.54
9        4.36        18.00
10        6.31        20.81
11        8.44        23.18
12        9.81        25.20
13        10.65        26.82
14        12.10        28.33
15        12.13        29.54
16        12.68        30.72
17        12.98        31.69
18        13.18        32.58
19        14.00        33.41
20        0.00        34.16
