        CG/HBCS        CG/ScaleStar
1        23.63        16.48
2        39.33        18.42
3        29.31        0.06
4        31.70        15.14
5        39.65        24.78
6        31.34        16.25
7        6.80        0.43
8        0.00        5.27
9        1.50        11.91
10        5.81        9.15
11        7.13        7.29
12        2.02        3.63
13        6.07        7.61
14        6.41        12.46
15        8.93        15.78
16        5.34        12.46
17        7.20        16.20
18        9.17        17.98
19        10.77        19.43
20        10.77        19.43
