        CG/HBCS        CG/ScaleStar
1        37.96        0.13
2        41.33        0.11
3        28.43        7.04
4        13.76        16.49
5        0.30        22.42
6        1.69        26.55
7        3.61        29.53
8        4.83        31.81
9        5.18        33.56
10        6.13        35.00
11        6.93        36.23
12        7.42        37.20
13        7.70        38.04
14        7.92        38.77
15        8.34        39.41
16        8.62        40.02
17        8.63        40.51
18        8.68        40.96
19        8.93        41.37
20        0.00        41.71
