        CG/HBCS        CG/ScaleStar
1        15.67        -5.51
2        21.85        0.12
3        29.26        0.76
4        30.88        -0.04
5        14.27        0.14
6        0.15        -0.10
7        1.39        5.72
8        3.24        10.04
9        6.22        14.48
10        6.83        17.30
11        8.06        20.23
12        9.45        22.27
13        10.37        24.10
14        11.02        25.83
15        11.77        27.10
16        12.58        28.49
17        13.51        29.54
18        14.50        30.58
19        14.61        31.45
20        0.00        32.31
