        CG/HBCS        CG/ScaleStar
1        31.72        0.01
2        35.52        0.25
3        23.45        0.11
4        16.99        2.52
5        6.35        10.61
6        1.10        16.32
7        3.81        20.70
8        4.67        23.77
9        6.05        26.43
10        6.93        28.57
11        7.94        30.20
12        9.06        31.69
13        9.52        32.95
14        10.18        33.97
15        10.38        34.93
16        10.72        35.80
17        11.06        36.52
18        11.21        37.15
19        11.58        37.77
20        0.00        38.32
