        CG/HBCS        CG/ScaleStar
1        32.06        0.26
2        34.20        0.24
3        24.40        -0.01
4        22.12        2.24
5        7.47        9.80
6        1.16        16.04
7        3.88        20.42
8        4.95        23.41
9        5.64        26.13
10        7.48        28.29
11        8.02        29.86
12        8.82        31.45
13        9.76        32.75
14        9.41        33.71
15        10.16        34.74
16        10.72        35.58
17        11.05        36.29
18        11.35        36.94
19        11.46        37.57
20        0.00        38.14
