        CG/HBCS        CG/ScaleStar
1        36.77        0.20
2        41.39        0.02
3        26.83        5.08
4        13.19        15.01
5        0.32        21.22
6        2.10        25.48
7        3.30        28.56
8        4.95        30.91
9        5.91        32.77
10        6.52        34.31
11        7.01        35.53
12        7.77        36.57
13        7.93        37.46
14        8.29        38.24
15        8.54        38.91
16        8.76        39.47
17        9.08        40.01
18        9.20        40.48
19        9.22        40.91
20        0.00        41.27
