        CG/HBCS        CG/ScaleStar
1        22.42        -3.76
2        28.60        0.14
3        32.97        0.46
4        25.08        -0.01
5        3.00        0.10
6        0.75        4.27
7        3.19        10.08
8        4.15        14.35
9        4.03        17.81
10        6.55        20.66
11        8.23        22.99
12        10.06        25.00
13        10.66        26.61
14        11.39        28.17
15        12.42        29.37
16        12.78        30.59
17        12.30        31.56
18        13.25        32.50
19        13.78        33.28
20        0.00        34.02
