        CG/HBCS        CG/ScaleStar
1        31.51        0.11
2        33.62        0.17
3        26.54        -0.04
4        12.46        -1.76
5        5.91        7.47
6        0.36        13.74
7        2.47        17.75
8        5.04        21.77
9        6.53        24.66
10        6.78        26.67
11        7.78        28.63
12        8.70        30.13
13        9.60        31.52
14        10.06        32.71
15        10.49        33.67
16        11.17        34.55
17        11.48        35.40
18        11.65        36.08
19        11.93        36.75
20        0.00        37.36
