        CG/HBCS        CG/ScaleStar
1        31.68        -0.24
2        34.84        0.22
3        26.69        0.04
4        10.96        -2.12
5        11.47        7.30
6        0.41        14.12
7        2.69        18.12
8        5.14        21.90
9        6.25        24.86
10        6.46        26.86
11        7.63        28.85
12        8.74        30.34
13        9.66        31.72
14        10.54        32.91
15        10.71        33.88
16        11.07        34.79
17        11.44        35.64
18        11.76        36.23
19        12.01        36.92
20        0.00        37.51
