        CG/HBCS        CG/ScaleStar
1        32.37        0.02
2        35.51        0.61
3        27.46        0.11
4        19.27        2.45
5        2.34        9.71
6        1.39        16.22
7        3.56        20.48
8        4.39        23.54
9        5.67        26.24
10        6.90        28.38
11        8.00        30.01
12        8.88        31.58
13        9.18        32.82
14        10.15        33.90
15        10.55        34.83
16        10.96        35.68
17        10.78        36.37
18        11.49        37.01
19        11.70        37.62
20        0.00        38.16
