        CG/HBCS        CG/ScaleStar
1        32.62        0.09
2        38.93        -0.10
3        30.35        -0.87
4        8.24        9.34
5        0.29        16.65
6        1.06        21.59
7        3.42        25.23
8        5.20        27.98
9        5.97        30.02
10        6.79        31.75
11        7.41        33.21
12        8.19        34.49
13        8.94        35.55
14        9.14        36.41
15        9.64        37.17
16        9.91        37.87
17        10.15        38.48
18        10.23        39.03
19        10.39        39.55
20        0.00        39.99
