        CG/HBCS        CG/ScaleStar
1        33.44        0.08
2        36.91        -0.60
3        31.39        -1.50
4        16.25        7.01
5        0.49        15.09
6        0.92        20.34
7        2.66        23.87
8        4.72        26.74
9        6.20        29.11
10        7.10        31.05
11        7.88        32.55
12        7.99        33.80
13        8.80        34.87
14        9.28        35.86
15        10.06        36.71
16        10.31        37.42
17        10.24        38.07
18        10.49        38.63
19        10.45        39.17
20        0.00        39.62
