        CG/HBCS        CG/ScaleStar
1        40.16        0.23
2        39.88        0.05
3        29.44        8.51
4        7.42        17.74
5        0.06        23.43
6        1.67        27.48
7        3.40        30.38
8        4.46        32.57
9        5.37        34.29
10        6.43        35.63
11        6.72        36.79
12        7.03        37.72
13        7.35        38.53
14        7.77        39.20
15        7.99        39.83
16        8.13        40.36
17        8.40        40.87
18        8.71        41.29
19        8.75        41.69
20        0.00        42.01
