        CG/HBCS        CG/ScaleStar
1        34.56        0.09
2        40.79        0.05
3        32.06        1.47
4        5.62        11.77
5        0.44        18.27
6        1.59        22.96
7        3.63        26.47
8        4.54        29.09
9        5.70        31.17
10        6.92        32.85
11        7.38        34.22
12        8.07        35.36
13        8.26        36.29
14        8.77        37.16
15        9.16        37.91
16        9.52        38.56
17        9.66        39.15
18        9.84        39.66
19        10.07        40.16
20        0.00        40.55
