        CG/HBCS        CG/ScaleStar
1        12.76        0.56
2        23.69        0.00
3        18.53        0.09
4        11.79        0.48
5        7.09        2.52
6        3.82        -0.03
7        0.37        -0.16
8        1.01        -0.12
9        2.35        1.14
10        0.70        3.01
11        3.14        6.43
12        6.49        9.67
13        8.92        12.70
14        9.61        14.61
15        11.07        16.74
16        13.12        18.66
17        13.08        20.23
18        14.54        21.57
19        16.05        22.96
20        0.00        24.29
