        CG/HBCS        CG/ScaleStar
1        33.39        0.10
2        37.25        -0.21
3        31.97        0.24
4        16.86        7.38
5        0.11        14.93
6        1.51        20.18
7        2.82        23.68
8        4.83        26.63
9        6.33        29.01
10        7.07        30.89
11        7.56        32.38
12        8.28        33.61
13        8.81        34.75
14        9.45        35.74
15        9.93        36.58
16        10.09        37.28
17        10.46        37.93
18        10.49        38.49
19        10.75        39.04
20        0.00        39.49
