        CG/HBCS        CG/ScaleStar
1        15.80        -11.11
2        30.17        0.08
3        33.15        -1.79
4        22.58        0.11
5        0.90        -1.31
6        0.34        4.23
7        2.14        9.38
8        3.88        14.36
9        5.01        17.58
10        6.62        20.62
11        8.09        22.72
12        9.62        24.97
13        10.04        26.37
14        11.32        28.05
15        11.75        29.28
16        12.61        30.48
17        12.89        31.45
18        13.29        32.42
19        13.93        33.25
20        14.45        33.98
