        CG/HBCS        CG/ScaleStar
1        32.02        -0.06
2        34.10        0.39
3        26.15        0.19
4        20.61        2.33
5        8.48        9.82
6        1.08        16.05
7        3.06        20.47
8        4.60        23.43
9        5.54        26.23
10        7.46        28.40
11        7.86        29.97
12        8.54        31.52
13        9.25        32.83
14        9.59        33.83
15        10.17        34.80
16        10.77        35.65
17        10.84        36.41
18        11.20        37.02
19        11.64        37.63
20        0.00        38.18
