        CG/HBCS        CG/ScaleStar
1        41.15        0.22
2        41.50        -0.14
3        29.61        9.99
4        2.28        19.12
5        0.69        24.73
6        2.22        28.44
7        3.64        31.15
8        4.34        33.20
9        5.34        34.84
10        5.91        36.16
11        6.67        37.24
12        6.94        38.17
13        7.34        38.98
14        7.51        39.63
15        7.65        40.21
16        7.98        40.72
17        8.18        41.18
18        8.35        41.59
19        8.51        41.97
20        8.55        42.29
