        CG/HBCS        CG/ScaleStar
1        20.11        -5.33
2        29.07        0.19
3        33.74        0.29
4        23.25        0.20
5        6.41        0.06
6        1.05        4.14
7        2.35        9.48
8        4.05        14.35
9        4.45        17.67
10        6.17        20.60
11        8.07        22.81
12        9.77        24.90
13        10.94        26.58
14        11.77        28.08
15        12.50        29.34
16        13.17        30.46
17        12.90        31.51
18        13.72        32.45
19        13.84        33.23
20        0.00        33.97
