        CG/HBCS        CG/ScaleStar
1        22.55        -4.52
2        30.00        0.27
3        34.24        0.30
4        22.17        -0.01
5        6.00        -0.27
6        0.28        4.25
7        1.82        9.17
8        4.02        14.28
9        4.67        17.29
10        6.03        20.67
11        7.74        22.72
12        9.37        24.91
13        10.23        26.47
14        11.38        28.14
15        12.38        29.29
16        12.59        30.49
17        13.01        31.51
18        13.02        32.48
19        13.36        33.23
20        0.00        34.00
