        CG/HBCS        CG/ScaleStar
1        21.09        -5.78
2        30.79        0.23
3        33.67        -2.08
4        26.82        0.02
5        0.65        -0.61
6        0.54        4.27
7        2.24        9.51
8        4.01        14.40
9        3.96        17.60
10        6.22        20.62
11        7.53        22.78
12        9.20        24.95
13        10.81        26.57
14        11.95        28.14
15        12.59        29.39
16        12.88        30.52
17        13.47        31.51
18        12.97        32.43
19        13.29        33.23
20        13.61        33.90
