        CG/HBCS        CG/ScaleStar
1        33.65        0.01
2        37.00        -0.55
3        32.35        -0.26
4        18.13        7.28
5        0.34        14.85
6        1.32        20.09
7        2.87        23.57
8        4.71        26.51
9        6.23        28.95
10        7.17        30.83
11        7.70        32.32
12        8.33        33.55
13        9.04        34.68
14        9.50        35.71
15        9.86        36.51
16        10.04        37.23
17        10.07        37.87
18        10.34        38.45
19        10.60        39.00
20        0.00        39.44
