        CG/HBCS        CG/ScaleStar
1        20.59        0.55
2        20.82        0.24
3        27.97        0.02
4        28.62        0.10
5        17.60        0.31
6        -0.04        0.54
7        1.79        5.90
8        3.72        10.41
9        6.65        14.58
10        7.28        17.52
11        8.91        20.27
12        9.17        22.40
13        9.86        24.24
14        11.03        25.89
15        12.11        27.21
16        13.03        28.59
17        13.34        29.69
18        14.27        30.74
19        14.25        31.59
20        0.00        32.43
