        CG/HBCS        CG/ScaleStar
1        11.73        0.42
2        24.51        -0.37
3        15.83        1.30
4        15.27        1.31
5        12.66        0.23
6        13.52        0.37
7        9.73        0.20
8        0.09        1.23
9        1.92        5.10
10        4.77        9.08
11        7.54        12.35
12        8.69        15.05
13        11.18        17.53
14        12.06        19.61
15        12.46        21.38
16        14.06        22.93
17        14.86        24.19
18        15.26        25.52
19        16.15        26.63
20        0.00        27.82
