        CG/HBCS        CG/ScaleStar
1        40.93        0.13
2        39.76        -0.14
3        29.94        9.73
4        5.15        19.09
5        0.19        24.69
6        2.19        28.44
7        3.36        31.16
8        4.27        33.16
9        5.31        34.79
10        5.93        36.14
11        6.44        37.18
12        6.94        38.15
13        7.53        38.96
14        7.84        39.62
15        8.10        40.21
16        7.93        40.70
17        8.08        41.16
18        8.26        41.56
19        8.43        41.95
20        0.00        42.28
