        CG/HBCS        CG/ScaleStar
1        37.64        0.24
2        40.31        0.01
3        27.56        5.11
4        13.73        15.02
5        0.36        21.25
6        1.88        25.47
7        3.41        28.56
8        5.02        30.93
9        5.82        32.80
10        6.60        34.29
11        7.12        35.54
12        7.59        36.56
13        7.78        37.45
14        8.35        38.22
15        8.49        38.91
16        8.85        39.50
17        8.97        40.02
18        9.13        40.47
19        9.29        40.92
20        0.00        41.27
