        CG/HBCS        CG/ScaleStar
1        31.08        0.06
2        34.40        0.18
3        31.31        0.04
4        9.32        0.02
5        7.79        4.44
6        -0.42        10.90
7        1.83        15.96
8        5.01        19.86
9        6.56        22.67
10        7.49        25.07
11        8.96        26.97
12        9.35        28.74
13        9.60        30.17
14        10.32        31.44
15        11.23        32.54
16        11.73        33.42
17        12.18        34.31
18        12.55        35.08
19        13.15        35.77
20        0.00        36.41
