        CG/HBCS        CG/ScaleStar
1        32.87        0.00
2        34.90        0.40
3        25.31        0.09
4        22.17        2.43
5        7.19        10.18
6        1.31        16.23
7        3.42        20.59
8        4.04        23.62
9        5.80        26.30
10        6.96        28.43
11        7.91        30.08
12        8.97        31.53
13        9.62        32.80
14        10.39        33.87
15        10.64        34.81
16        11.01        35.67
17        11.05        36.37
18        11.28        37.00
19        11.34        37.61
20        0.00        38.16
