        CG/HBCS        CG/ScaleStar
1        17.97        1.90
2        21.22        0.10
3        9.14        0.13
4        23.02        1.64
5        15.08        0.42
6        10.53        0.91
7        0.62        1.37
8        0.98        5.97
9        3.58        9.65
10        6.83        13.85
11        9.58        16.69
12        10.67        19.07
13        11.21        21.25
14        10.83        22.78
15        11.62        24.62
16        11.76        25.87
17        12.41        27.03
18        13.88        28.37
19        14.44        29.40
20        0.00        30.39
