        CG/HBCS        CG/ScaleStar
1        33.41        0.13
2        39.31        0.04
3        30.87        -1.30
4        9.95        9.23
5        0.01        16.61
6        1.17        21.63
7        3.65        25.23
8        4.96        27.98
9        5.85        30.00
10        6.68        31.85
11        7.46        33.25
12        8.19        34.52
13        9.13        35.59
14        8.98        36.45
15        9.42        37.22
16        9.65        37.92
17        9.84        38.51
18        10.05        39.07
19        10.21        39.58
20        0.00        40.02
