        CG/HBCS        CG/ScaleStar
1        32.66        0.06
2        34.53        -1.09
3        30.43        0.05
4        21.50        4.90
5        0.78        13.03
6        1.19        17.74
7        2.55        22.11
8        4.51        25.35
9        6.19        27.71
10        7.32        29.59
11        7.97        31.30
12        8.73        32.68
13        8.98        33.82
14        9.97        34.81
15        10.06        35.70
16        10.63        36.55
17        10.56        37.18
18        10.71        37.79
19        10.94        38.36
20        0.00        38.84
