        CG/HBCS        CG/ScaleStar
1        40.26        0.11
2        41.38        0.08
3        30.35        8.43
4        6.10        17.54
5        -0.15        23.38
6        1.80        27.39
7        3.38        30.37
8        4.58        32.56
9        5.39        34.25
10        6.12        35.63
11        6.71        36.73
12        7.22        37.70
13        7.52        38.50
14        7.81        39.18
15        8.10        39.81
16        8.16        40.35
17        8.39        40.84
18        8.53        41.28
19        8.70        41.65
20        8.80        41.98
