        CG/HBCS        CG/ScaleStar
1        32.23        0.14
2        35.72        0.53
3        27.15        0.04
4        14.83        -1.40
5        8.95        7.24
6        0.51        13.97
7        2.50        17.87
8        4.92        21.88
9        6.25        24.77
10        6.70        26.73
11        8.08        28.76
12        8.71        30.29
13        9.59        31.62
14        10.40        32.81
15        11.04        33.82
16        11.47        34.69
17        11.67        35.47
18        11.68        36.16
19        11.75        36.84
20        0.00        37.39
