        CG/HBCS        CG/ScaleStar
1        23.35        -4.44
2        30.06        0.11
3        33.99        0.37
4        26.22        0.00
5        1.39        -0.31
6        0.40        4.44
7        2.28        9.85
8        4.38        14.46
9        5.62        17.94
10        6.78        20.79
11        8.12        23.04
12        9.42        25.13
13        10.78        26.69
14        11.29        28.27
15        12.05        29.45
16        13.03        30.65
17        13.30        31.62
18        13.54        32.55
19        13.32        33.38
20        0.00        34.13
